arabic
بِسْمِ ٱللَّهِ
يُرِيدُونَ لِيُطْفِـُٔوا۟
تُؤْمِنُونَ بِٱللَّهِ
يَغْفِرْ لَكُمْ
وَأُخْرَىٰ تُحِبُّونَهَا
وَءَاخَرِينَ مِنْهُمْ
ذَٰلِكَ فَضْلُ
وَلَا يَتَمَنَّوْنَهُۥٓ
فَإِذَا قُضِيَتِ
وَإِذَا رَأَيْتَهُمْ
سَوَآءٌ عَلَيْهِمْ
يَقُولُونَ لَئِن
وَأَنفِقُوا۟ مِن
وَلَن يُؤَخِّرَ
ذَٰلِكَ بِأَنَّهُۥ
زَعَمَ ٱلَّذِينَ
فَـَٔامِنُوا۟ بِٱللَّهِ
يَوْمَ يَجْمَعُكُمْ
إِنَّمَآ أَمْوَٰلُكُمْ
إِن تُقْرِضُوا۟
فَإِذَا بَلَغْنَ
وَيَرْزُقْهُ مِنْ
وَٱلَّٰٓـِٔى يَئِسْنَ
ذَٰلِكَ أَمْرُ
أَسْكِنُوهُنَّ مِنْ
لِيُنفِقْ ذُو
فَذَاقَتْ وَبَالَ
رَّسُولًا يَتْلُوا۟
قَدْ فَرَضَ
وَإِذْ أَسَرَّ
إِن تَتُوبَآ
عَسَىٰ رَبُّهُۥٓ
وَمَرْيَمَ ٱبْنَتَ
ثُمَّ ٱرْجِعِ
وَلَقَدْ زَيَّنَّا
وَلِلَّذِينَ كَفَرُوا۟
إِذَآ أُلْقُوا۟
تَكَادُ تَمَيَّزُ
قَالُوا۟ بَلَىٰ
فَٱعْتَرَفُوا۟ بِذَنۢبِهِمْ
وَأَسِرُّوا۟ قَوْلَكُمْ
أَلَا يَعْلَمُ
ءَأَمِنتُم مَّن
أَمْ أَمِنتُم
أَفَمَن يَمْشِى
وَإِنَّ لَكَ
وَإِنَّكَ لَعَلَىٰ
فَسَتُبْصِرُ وَيُبْصِرُونَ
بِأَييِّكُمُ ٱلْمَفْتُونُ
وَلَا تُطِعْ
هَمَّازٍ مَّشَّآءٍۭ
عُتُلٍّۭ بَعْدَ
أَن كَانَ
سَنَسِمُهُۥ عَلَى
إِنَّا بَلَوْنَٰهُمْ
وَلَا يَسْتَثْنُونَ
فَطَافَ عَلَيْهَا
فَأَصْبَحَتْ كَٱلصَّرِيمِ
فَتَنَادَوْا۟ مُصْبِحِينَ
أَنِ ٱغْدُوا۟
فَٱنطَلَقُوا۟ وَهُمْ
وَغَدَوْا۟ عَلَىٰ
فَلَمَّا رَأَوْهَا
قَالَ أَوْسَطُهُمْ
قَالُوا۟ سُبْحَٰنَ
عَسَىٰ رَبُّنَآ
كَذَٰلِكَ ٱلْعَذَابُ
أَفَنَجْعَلُ ٱلْمُسْلِمِينَ
إِنَّ لَكُمْ
سَلْهُمْ أَيُّهُم
يَوْمَ يُكْشَفُ
فَذَرْنِى وَمَن
لَّوْلَآ أَن
فَٱجْتَبَٰهُ رَبُّهُۥ
وَإِن يَكَادُ
مَا ٱلْحَآقَّةُ
فَأَمَّا ثَمُودُ
وَأَمَّا عَادٌ
سَخَّرَهَا عَلَيْهِمْ
فَهَلْ تَرَىٰ
وَجَآءَ فِرْعَوْنُ
فَعَصَوْا۟ رَسُولَ
إِنَّا لَمَّا
لِنَجْعَلَهَا لَكُمْ
وَحُمِلَتِ ٱلْأَرْضُ
فَيَوْمَئِذٍ وَقَعَتِ
وَٱنشَقَّتِ ٱلسَّمَآءُ
وَٱلْمَلَكُ عَلَىٰٓ
يَوْمَئِذٍ تُعْرَضُونَ
إِنِّى ظَنَنتُ
قُطُوفُهَا دَانِيَةٌ
وَلَمْ أَدْرِ
يَٰلَيْتَهَا كَانَتِ
هَلَكَ عَنِّى
خُذُوهُ فَغُلُّوهُ
ثُمَّ ٱلْجَحِيمَ
ثُمَّ فِى
فَلَيْسَ لَهُ
وَلَا طَعَامٌ
لَّا يَأْكُلُهُۥٓ
وَمَا لَا
وَلَا بِقَوْلِ
وَلَوْ تَقَوَّلَ
لَأَخَذْنَا مِنْهُ
ثُمَّ لَقَطَعْنَا
فَمَا مِنكُم
وَإِنَّهُۥ لَتَذْكِرَةٌ
وَإِنَّا لَنَعْلَمُ
وَإِنَّهُۥ لَحَسْرَةٌ
وَإِنَّهُۥ لَحَقُّ
لِّلْكَٰفِرِينَ لَيْسَ
مِّنَ ٱللَّهِ
تَعْرُجُ ٱلْمَلَٰٓئِكَةُ
فَٱصْبِرْ صَبْرًا
إِنَّهُمْ يَرَوْنَهُۥ
وَنَرَىٰهُ قَرِيبًا
يَوْمَ تَكُونُ
وَلَا يَسْـَٔلُ
يُبَصَّرُونَهُمْ يَوَدُّ
وَصَٰحِبَتِهِۦ وَأَخِيهِ
وَفَصِيلَتِهِ ٱلَّتِى
وَمَن فِى
نَزَّاعَةً لِّلشَّوَىٰ
تَدْعُوا۟ مَنْ
وَجَمَعَ فَأَوْعَىٰٓ
إِذَا مَسَّهُ
وَإِذَا مَسَّهُ
إِلَّا ٱلْمُصَلِّينَ
وَٱلَّذِينَ فِىٓ
لِّلسَّآئِلِ وَٱلْمَحْرُومِ
وَٱلَّذِينَ يُصَدِّقُونَ
أُو۟لَٰٓئِكَ فِى
فَمَالِ ٱلَّذِينَ
عَنِ ٱلْيَمِينِ
أَيَطْمَعُ كُلُّ
كَلَّآ إِنَّا
يَوْمَ يَخْرُجُونَ
أَنِ ٱعْبُدُوا۟
يَغْفِرْ لَكُم
فَلَمْ يَزِدْهُمْ
وَإِنِّى كُلَّمَا
ثُمَّ إِنِّى
ثُمَّ إِنِّىٓ
فَقُلْتُ ٱسْتَغْفِرُوا۟
يُرْسِلِ ٱلسَّمَآءَ
وَيُمْدِدْكُم بِأَمْوَٰلٍ
مَّا لَكُمْ
وَقَدْ خَلَقَكُمْ
وَجَعَلَ ٱلْقَمَرَ
وَٱللَّهُ أَنۢبَتَكُم
ثُمَّ يُعِيدُكُمْ
لِّتَسْلُكُوا۟ مِنْهَا
قَالَ نُوحٌ
وَقَالُوا۟ لَا
وَقَدْ أَضَلُّوا۟
مِّمَّا خَطِيٓـَٰٔتِهِمْ
وَقَالَ نُوحٌ
إِنَّكَ إِن
رَّبِّ ٱغْفِرْ
يَهْدِىٓ إِلَى
وَأَنَّهُۥ تَعَٰلَىٰ
وَأَنَّهُمْ ظَنُّوا۟
وَأَنَّا لَمَسْنَا
وَأَنَّا كُنَّا
وَأَنَّا لَا
وَأَنَّا لَمَّا
وَأَمَّا ٱلْقَٰسِطُونَ
وَأَلَّوِ ٱسْتَقَٰمُوا۟
لِّنَفْتِنَهُمْ فِيهِ
وَأَنَّ ٱلْمَسَٰجِدَ
وَأَنَّهُۥ لَمَّا
إِلَّا بَلَٰغًا
قُلْ إِنْ
لِّيَعْلَمَ أَن
قُمِ ٱلَّيْلَ
نِّصْفَهُۥٓ أَوِ
أَوْ زِدْ
إِنَّا سَنُلْقِى
إِنَّ نَاشِئَةَ
رَّبُّ ٱلْمَشْرِقِ
وَٱصْبِرْ عَلَىٰ
وَذَرْنِى وَٱلْمُكَذِّبِينَ
إِنَّ لَدَيْنَآ
وَطَعَامًا ذَا
إِنَّآ أَرْسَلْنَآ
فَعَصَىٰ فِرْعَوْنُ
فَكَيْفَ تَتَّقُونَ
ٱلسَّمَآءُ مُنفَطِرٌۢ
قُمْ فَأَنذِرْ
وَرَبَّكَ فَكَبِّرْ
وَثِيَابَكَ فَطَهِّرْ
وَٱلرُّجْزَ فَٱهْجُرْ
وَلَا تَمْنُن
وَلِرَبِّكَ فَٱصْبِرْ
فَإِذَا نُقِرَ
فَذَٰلِكَ يَوْمَئِذٍ
عَلَى ٱلْكَٰفِرِينَ
ذَرْنِى وَمَنْ
وَجَعَلْتُ لَهُۥ
وَبَنِينَ شُهُودًا
وَمَهَّدتُّ لَهُۥ
ثُمَّ يَطْمَعُ
سَأُرْهِقُهُۥ صَعُودًا
إِنَّهُۥ فَكَّرَ
فَقُتِلَ كَيْفَ
ثُمَّ قُتِلَ
ثُمَّ نَظَرَ
ثُمَّ عَبَسَ
فَقَالَ إِنْ
سَأُصْلِيهِ سَقَرَ
لَا تُبْقِى
لَوَّاحَةٌ لِّلْبَشَرِ
عَلَيْهَا تِسْعَةَ
وَمَا جَعَلْنَآ
كَلَّا وَٱلْقَمَرِ
وَٱلَّيْلِ إِذْ
وَٱلصُّبْحِ إِذَآ
إِنَّهَا لَإِحْدَى
نَذِيرًا لِّلْبَشَرِ
كُلُّ نَفْسٍۭ
إِلَّآ أَصْحَٰبَ
عَنِ ٱلْمُجْرِمِينَ
مَا سَلَكَكُمْ
قَالُوا۟ لَمْ
وَلَمْ نَكُ
وَكُنَّا نَخُوضُ
وَكُنَّا نُكَذِّبُ
حَتَّىٰٓ أَتَىٰنَا
فَمَا تَنفَعُهُمْ
كَأَنَّهُمْ حُمُرٌ
فَرَّتْ مِن
وَمَا يَذْكُرُونَ
وَلَآ أُقْسِمُ
بَلَىٰ قَٰدِرِينَ
يَسْـَٔلُ أَيَّانَ
فَإِذَا بَرِقَ
وَخَسَفَ ٱلْقَمَرُ
وَجُمِعَ ٱلشَّمْسُ
يَقُولُ ٱلْإِنسَٰنُ
يُنَبَّؤُا۟ ٱلْإِنسَٰنُ
بَلِ ٱلْإِنسَٰنُ
وَلَوْ أَلْقَىٰ
لَا تُحَرِّكْ
فَإِذَا قَرَأْنَٰهُ
وَتَذَرُونَ ٱلْـَٔاخِرَةَ
إِلَىٰ رَبِّهَا
وَوُجُوهٌ يَوْمَئِذٍۭ
تَظُنُّ أَن
وَقِيلَ مَنْ
وَظَنَّ أَنَّهُ
وَٱلْتَفَّتِ ٱلسَّاقُ
فَلَا صَدَّقَ
وَلَٰكِن كَذَّبَ
ثُمَّ ذَهَبَ
أَوْلَىٰ لَكَ
ثُمَّ أَوْلَىٰ
أَلَمْ يَكُ
فَجَعَلَ مِنْهُ
أَلَيْسَ ذَٰلِكَ
إِنَّا خَلَقْنَا
إِنَّا هَدَيْنَٰهُ
إِنَّآ أَعْتَدْنَا
يُوفُونَ بِٱلنَّذْرِ
وَيُطْعِمُونَ ٱلطَّعَامَ
إِنَّمَا نُطْعِمُكُمْ
إِنَّا نَخَافُ
فَوَقَىٰهُمُ ٱللَّهُ
وَجَزَىٰهُم بِمَا
مُّتَّكِـِٔينَ فِيهَا
وَدَانِيَةً عَلَيْهِمْ
وَيُطَافُ عَلَيْهِم
قَوَارِيرَا۟ مِن
وَيُسْقَوْنَ فِيهَا
عَيْنًا فِيهَا
عَٰلِيَهُمْ ثِيَابُ
نَّحْنُ خَلَقْنَٰهُمْ
يُدْخِلُ مَن
فَٱلْعَٰصِفَٰتِ عَصْفًا
وَٱلنَّٰشِرَٰتِ نَشْرًا
فَٱلْفَٰرِقَٰتِ فَرْقًا
فَٱلْمُلْقِيَٰتِ ذِكْرًا
عُذْرًا أَوْ
فَإِذَا ٱلنُّجُومُ
وَإِذَا ٱلرُّسُلُ
لِأَىِّ يَوْمٍ
لِيَوْمِ ٱلْفَصْلِ
أَلَمْ نُهْلِكِ
ثُمَّ نُتْبِعُهُمُ
كَذَٰلِكَ نَفْعَلُ
أَلَمْ نَخْلُقكُّم
فَجَعَلْنَٰهُ فِى
إِلَىٰ قَدَرٍ
فَقَدَرْنَا فَنِعْمَ
أَحْيَآءً وَأَمْوَٰتًا
لَّا ظَلِيلٍ
إِنَّهَا تَرْمِى
كَأَنَّهُۥ جِمَٰلَتٌ
وَلَا يُؤْذَنُ
فَإِن كَانَ
وَفَوَٰكِهَ مِمَّا
كُلُوا۟ وَتَمَتَّعُوا۟
فَبِأَىِّ حَدِيثٍۭ
عَنِ ٱلنَّبَإِ
ٱلَّذِى هُمْ
كَلَّا سَيَعْلَمُونَ
وَٱلْجِبَالَ أَوْتَادًا
وَخَلَقْنَٰكُمْ أَزْوَٰجًا
وَجَعَلْنَا نَوْمَكُمْ
وَجَعَلْنَا ٱلنَّهَارَ
وَبَنَيْنَا فَوْقَكُمْ
وَجَعَلْنَا سِرَاجًا
لِّنُخْرِجَ بِهِۦ
وَجَنَّٰتٍ أَلْفَافًا
وَفُتِحَتِ ٱلسَّمَآءُ
وَسُيِّرَتِ ٱلْجِبَالُ
إِنَّ جَهَنَّمَ
لِّلطَّٰغِينَ مَـَٔابًا
لَّٰبِثِينَ فِيهَآ
لَّا يَذُوقُونَ
إِلَّا حَمِيمًا
جَزَآءً وِفَاقًا
وَكَذَّبُوا۟ بِـَٔايَٰتِنَا
وَكُلَّ شَىْءٍ
فَذُوقُوا۟ فَلَن
حَدَآئِقَ وَأَعْنَٰبًا
وَكَوَاعِبَ أَتْرَابًا
وَكَأْسًا دِهَاقًا
جَزَآءً مِّن
رَّبِّ ٱلسَّمَٰوَٰتِ
ذَٰلِكَ ٱلْيَوْمُ
إِنَّآ أَنذَرْنَٰكُمْ
وَٱلنَّٰشِطَٰتِ نَشْطًا
وَٱلسَّٰبِحَٰتِ سَبْحًا
فَٱلسَّٰبِقَٰتِ سَبْقًا
فَٱلْمُدَبِّرَٰتِ أَمْرًا
تَتْبَعُهَا ٱلرَّادِفَةُ
قُلُوبٌ يَوْمَئِذٍ
أَبْصَٰرُهَا خَٰشِعَةٌ
يَقُولُونَ أَءِنَّا
أَءِذَا كُنَّا
قَالُوا۟ تِلْكَ
فَإِذَا هُم
إِذْ نَادَىٰهُ
فَقُلْ هَل
وَأَهْدِيَكَ إِلَىٰ
فَأَرَىٰهُ ٱلْـَٔايَةَ
فَكَذَّبَ وَعَصَىٰ
فَحَشَرَ فَنَادَىٰ
فَقَالَ أَنَا۠
فَأَخَذَهُ ٱللَّهُ
ءَأَنتُمْ أَشَدُّ
رَفَعَ سَمْكَهَا
وَأَغْطَشَ لَيْلَهَا
وَٱلْأَرْضَ بَعْدَ
أَخْرَجَ مِنْهَا
وَٱلْجِبَالَ أَرْسَىٰهَا
مَتَٰعًا لَّكُمْ
يَوْمَ يَتَذَكَّرُ
وَءَاثَرَ ٱلْحَيَوٰةَ
فَإِنَّ ٱلْجَحِيمَ
فَإِنَّ ٱلْجَنَّةَ
فِيمَ أَنتَ
إِنَّمَآ أَنتَ
كَأَنَّهُمْ يَوْمَ
أَن جَآءَهُ
وَمَا يُدْرِيكَ
أَوْ يَذَّكَّرُ
أَمَّا مَنِ
فَأَنتَ لَهُۥ
وَمَا عَلَيْكَ
وَأَمَّا مَن
وَهُوَ يَخْشَىٰ
فَأَنتَ عَنْهُ
فِى صُحُفٍ
مَّرْفُوعَةٍ مُّطَهَّرَةٍۭ
بِأَيْدِى سَفَرَةٍ
كِرَامٍۭ بَرَرَةٍ
قُتِلَ ٱلْإِنسَٰنُ
مِنْ أَىِّ
ثُمَّ ٱلسَّبِيلَ
ثُمَّ أَمَاتَهُۥ
كَلَّا لَمَّا
أَنَّا صَبَبْنَا
ثُمَّ شَقَقْنَا
فَأَنۢبَتْنَا فِيهَا
وَعِنَبًا وَقَضْبًا
وَزَيْتُونًا وَنَخْلًا
وَحَدَآئِقَ غُلْبًا
وَفَٰكِهَةً وَأَبًّا
مَّتَٰعًا لَّكُمْ
يَوْمَ يَفِرُّ
وَأُمِّهِۦ وَأَبِيهِ
وَصَٰحِبَتِهِۦ وَبَنِيهِ
لِكُلِّ ٱمْرِئٍ
ضَاحِكَةٌ مُّسْتَبْشِرَةٌ
وَوُجُوهٌ يَوْمَئِذٍ
تَرْهَقُهَا قَتَرَةٌ
وَإِذَا ٱلنُّجُومُ
وَإِذَا ٱلْعِشَارُ
وَإِذَا ٱلْوُحُوشُ
وَإِذَا ٱلنُّفُوسُ
وَإِذَا ٱلْمَوْءُۥدَةُ
بِأَىِّ ذَنۢبٍ
وَإِذَا ٱلصُّحُفُ
وَإِذَا ٱلْجَحِيمُ
وَإِذَا ٱلْجَنَّةُ
ٱلْجَوَارِ ٱلْكُنَّسِ
وَٱلصُّبْحِ إِذَا
ذِى قُوَّةٍ
مُّطَاعٍ ثَمَّ
وَمَا صَاحِبُكُم
فَأَيْنَ تَذْهَبُونَ
وَإِذَا ٱلْكَوَاكِبُ
وَإِذَا ٱلْقُبُورُ
ٱلَّذِى خَلَقَكَ
فِىٓ أَىِّ
وَإِنَّ عَلَيْكُمْ
كِرَامًا كَٰتِبِينَ
يَعْلَمُونَ مَا
وَإِنَّ ٱلْفُجَّارَ
يَصْلَوْنَهَا يَوْمَ
وَمَا هُمْ
ثُمَّ مَآ
وَإِذَا كَالُوهُمْ
أَلَا يَظُنُّ
لِيَوْمٍ عَظِيمٍ
ٱلَّذِينَ يُكَذِّبُونَ
وَمَا يُكَذِّبُ
كَلَّآ إِنَّهُمْ
ثُمَّ إِنَّهُمْ
ثُمَّ يُقَالُ
يَشْهَدُهُ ٱلْمُقَرَّبُونَ
تَعْرِفُ فِى
يُسْقَوْنَ مِن
خِتَٰمُهُۥ مِسْكٌ
وَمِزَاجُهُۥ مِن
وَإِذَا مَرُّوا۟
وَإِذَا ٱنقَلَبُوٓا۟
وَإِذَا رَأَوْهُمْ
وَمَآ أُرْسِلُوا۟
فَٱلْيَوْمَ ٱلَّذِينَ
هَلْ ثُوِّبَ
وَإِذَا ٱلْأَرْضُ
وَأَلْقَتْ مَا
فَسَوْفَ يُحَاسَبُ
وَيَنقَلِبُ إِلَىٰٓ
فَسَوْفَ يَدْعُوا۟
وَيَصْلَىٰ سَعِيرًا
إِنَّهُۥ ظَنَّ
بَلَىٰٓ إِنَّ
وَٱلَّيْلِ وَمَا
لَتَرْكَبُنَّ طَبَقًا
فَبَشِّرْهُم بِعَذَابٍ
وَٱلْيَوْمِ ٱلْمَوْعُودِ
وَشَاهِدٍ وَمَشْهُودٍ
قُتِلَ أَصْحَٰبُ
ٱلنَّارِ ذَاتِ
إِذْ هُمْ
وَهُمْ عَلَىٰ
وَمَا نَقَمُوا۟
إِنَّ بَطْشَ
وَهُوَ ٱلْغَفُورُ
ذُو ٱلْعَرْشِ
فَعَّالٌ لِّمَا
فِرْعَوْنَ وَثَمُودَ
وَٱللَّهُ مِن
فِى لَوْحٍ
ٱلنَّجْمُ ٱلثَّاقِبُ
خُلِقَ مِن
يَخْرُجُ مِنۢ
إِنَّهُۥ عَلَىٰ
يَوْمَ تُبْلَى
فَمَا لَهُۥ
وَٱلْأَرْضِ ذَاتِ
إِنَّهُۥ لَقَوْلٌ
إِنَّهُمْ يَكِيدُونَ
وَأَكِيدُ كَيْدًا
فَمَهِّلِ ٱلْكَٰفِرِينَ
وَٱلَّذِى قَدَّرَ
وَٱلَّذِىٓ أَخْرَجَ
فَجَعَلَهُۥ غُثَآءً
سَنُقْرِئُكَ فَلَا
إِلَّا مَا
وَنُيَسِّرُكَ لِلْيُسْرَىٰ
فَذَكِّرْ إِن
سَيَذَّكَّرُ مَن
وَيَتَجَنَّبُهَا ٱلْأَشْقَى
ٱلَّذِى يَصْلَى
ثُمَّ لَا
وَذَكَرَ ٱسْمَ
بَلْ تُؤْثِرُونَ
وَٱلْـَٔاخِرَةُ خَيْرٌ
صُحُفِ إِبْرَٰهِيمَ
عَامِلَةٌ نَّاصِبَةٌ
تَصْلَىٰ نَارًا
تُسْقَىٰ مِنْ
لَّيْسَ لَهُمْ
لَّا يُسْمِنُ
لِّسَعْيِهَا رَاضِيَةٌ
لَّا تَسْمَعُ
فِيهَا عَيْنٌ
فِيهَا سُرُرٌ
وَأَكْوَابٌ مَّوْضُوعَةٌ
وَنَمَارِقُ مَصْفُوفَةٌ
وَزَرَابِىُّ مَبْثُوثَةٌ
أَفَلَا يَنظُرُونَ
وَإِلَى ٱلسَّمَآءِ
وَإِلَى ٱلْجِبَالِ
وَإِلَى ٱلْأَرْضِ
فَذَكِّرْ إِنَّمَآ
لَّسْتَ عَلَيْهِم
فَيُعَذِّبُهُ ٱللَّهُ
إِنَّ إِلَيْنَآ
وَلَيَالٍ عَشْرٍ
وَٱلشَّفْعِ وَٱلْوَتْرِ
هَلْ فِى
إِرَمَ ذَاتِ
ٱلَّتِى لَمْ
وَثَمُودَ ٱلَّذِينَ
وَفِرْعَوْنَ ذِى
ٱلَّذِينَ طَغَوْا۟
فَأَكْثَرُوا۟ فِيهَا
فَصَبَّ عَلَيْهِمْ
فَأَمَّا ٱلْإِنسَٰنُ
وَأَمَّآ إِذَا
وَلَا تَحَٰٓضُّونَ
وَتَأْكُلُونَ ٱلتُّرَاثَ
وَتُحِبُّونَ ٱلْمَالَ
وَجَآءَ رَبُّكَ
وَجِا۟ىٓءَ يَوْمَئِذٍۭ
يَقُولُ يَٰلَيْتَنِى
وَلَا يُوثِقُ
يَٰٓأَيَّتُهَا ٱلنَّفْسُ
ٱرْجِعِىٓ إِلَىٰ
فَٱدْخُلِى فِى
وَٱدْخُلِى جَنَّتِى
وَأَنتَ حِلٌّۢ
وَوَالِدٍ وَمَا
يَقُولُ أَهْلَكْتُ
أَلَمْ نَجْعَل
وَلِسَانًا وَشَفَتَيْنِ
وَهَدَيْنَٰهُ ٱلنَّجْدَيْنِ
فَلَا ٱقْتَحَمَ
فَكُّ رَقَبَةٍ
أَوْ إِطْعَٰمٌ
يَتِيمًا ذَا
أَوْ مِسْكِينًا
عَلَيْهِمْ نَارٌ
وَٱلسَّمَآءِ وَمَا
وَٱلْأَرْضِ وَمَا
وَنَفْسٍ وَمَا
فَأَلْهَمَهَا فُجُورَهَا
وَقَدْ خَابَ
إِذِ ٱنۢبَعَثَ
فَقَالَ لَهُمْ
فَكَذَّبُوهُ فَعَقَرُوهَا
وَلَا يَخَافُ
وَمَا خَلَقَ
إِنَّ سَعْيَكُمْ
وَصَدَّقَ بِٱلْحُسْنَىٰ
فَسَنُيَسِّرُهُۥ لِلْيُسْرَىٰ
وَأَمَّا مَنۢ
وَكَذَّبَ بِٱلْحُسْنَىٰ
فَسَنُيَسِّرُهُۥ لِلْعُسْرَىٰ
وَمَا يُغْنِى
وَإِنَّ لَنَا
فَأَنذَرْتُكُمْ نَارًا
لَا يَصْلَىٰهَآ
ٱلَّذِى كَذَّبَ
وَسَيُجَنَّبُهَا ٱلْأَتْقَى
ٱلَّذِى يُؤْتِى
وَمَا لِأَحَدٍ
إِلَّا ٱبْتِغَآءَ
وَلَسَوْفَ يَرْضَىٰ
مَا وَدَّعَكَ
وَلَلْـَٔاخِرَةُ خَيْرٌ
وَلَسَوْفَ يُعْطِيكَ
أَلَمْ يَجِدْكَ
وَوَجَدَكَ ضَآلًّا
وَوَجَدَكَ عَآئِلًا
فَأَمَّا ٱلْيَتِيمَ
وَأَمَّا ٱلسَّآئِلَ
وَأَمَّا بِنِعْمَةِ
وَوَضَعْنَا عَنكَ
ٱلَّذِىٓ أَنقَضَ
وَرَفَعْنَا لَكَ
فَإِنَّ مَعَ
إِنَّ مَعَ
فَإِذَا فَرَغْتَ
وَإِلَىٰ رَبِّكَ
وَطُورِ سِينِينَ
وَهَٰذَا ٱلْبَلَدِ
ثُمَّ رَدَدْنَٰهُ
فَمَا يُكَذِّبُكَ
ٱقْرَأْ وَرَبُّكَ
ٱلَّذِى عَلَّمَ
عَلَّمَ ٱلْإِنسَٰنَ
أَن رَّءَاهُ
إِنَّ إِلَىٰ
أَرَءَيْتَ ٱلَّذِى
عَبْدًا إِذَا
أَوْ أَمَرَ
أَلَمْ يَعْلَم
كَلَّا لَئِن
نَاصِيَةٍ كَٰذِبَةٍ
فَلْيَدْعُ نَادِيَهُۥ
سَنَدْعُ ٱلزَّبَانِيَةَ
لَيْلَةُ ٱلْقَدْرِ
تَنَزَّلُ ٱلْمَلَٰٓئِكَةُ
سَلَٰمٌ هِىَ
رَسُولٌ مِّنَ
فِيهَا كُتُبٌ
وَمَا تَفَرَّقَ
وَمَآ أُمِرُوٓا۟
جَزَآؤُهُمْ عِندَ
وَأَخْرَجَتِ ٱلْأَرْضُ
وَقَالَ ٱلْإِنسَٰنُ
يَوْمَئِذٍ تُحَدِّثُ
بِأَنَّ رَبَّكَ
يَوْمَئِذٍ يَصْدُرُ
فَٱلْمُورِيَٰتِ قَدْحًا
فَٱلْمُغِيرَٰتِ صُبْحًا
فَأَثَرْنَ بِهِۦ
فَوَسَطْنَ بِهِۦ
وَإِنَّهُۥ عَلَىٰ
وَإِنَّهُۥ لِحُبِّ
أَفَلَا يَعْلَمُ
وَحُصِّلَ مَا
إِنَّ رَبَّهُم
مَا ٱلْقَارِعَةُ
يَوْمَ يَكُونُ
فَأُمُّهُۥ هَاوِيَةٌ
نَارٌ حَامِيَةٌۢ
حَتَّىٰ زُرْتُمُ
كَلَّا سَوْفَ
كَلَّا لَوْ
لَتَرَوُنَّ ٱلْجَحِيمَ
ثُمَّ لَتَرَوُنَّهَا
ثُمَّ لَتُسْـَٔلُنَّ
ٱلَّذِى جَمَعَ
يَحْسَبُ أَنَّ
كَلَّا لَيُنۢبَذَنَّ
نَارُ ٱللَّهِ
ٱلَّتِى تَطَّلِعُ
إِنَّهَا عَلَيْهِم
فِى عَمَدٍ
أَلَمْ يَجْعَلْ
وَأَرْسَلَ عَلَيْهِمْ
تَرْمِيهِم بِحِجَارَةٍ
فَجَعَلَهُمْ كَعَصْفٍ
إِۦلَٰفِهِمْ رِحْلَةَ
فَلْيَعْبُدُوا۟ رَبَّ
ٱلَّذِىٓ أَطْعَمَهُم
فَذَٰلِكَ ٱلَّذِى
فَوَيْلٌ لِّلْمُصَلِّينَ
وَيَمْنَعُونَ ٱلْمَاعُونَ
فَصَلِّ لِرَبِّكَ
إِنَّ شَانِئَكَ
لَآ أَعْبُدُ
وَلَآ أَنَا۠
لَكُمْ دِينُكُمْ
وَرَأَيْتَ ٱلنَّاسَ
سَيَصْلَىٰ نَارًا
وَٱمْرَأَتُهُۥ حَمَّالَةَ
فِى جِيدِهَا
ٱللَّهُ ٱلصَّمَدُ
لَمْ يَلِدْ
مَلِكِ ٱلنَّاسِ
إِلَٰهِ ٱلنَّاسِ
ٱلَّذِى يُوَسْوِسُ
مِنَ ٱلْجِنَّةِ
# PLEASE
# Tanzil
# Copyright
# License:
# This
# verified
# at
# TERMS
# provided
# and
# track
# derived
# Please
